"Title","Creator","Contributors","Date","Extent","Source","Keywords","Description","Digital Collection","Website","Contributing Institution","SC County","Rights","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Digital Assistant","Series","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Executpr's Account of the Estate of Susan H. Garnes, dated March 3, 1926, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00256","","","","2020-10-30","2020-10-30","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/509",509.0,"510.jp2","/mmsimkins/image/510.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Executpr's Account of the Estate of Susan H. Garnes, dated March 3, 1926, Page 2","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00257","","","","2020-10-30","2020-10-30","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/510",510.0,"511.jp2","/mmsimkins/image/511.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from friend; dated Feb. 25, 1921, Letter from friend; dated Feb. 25, 1922","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00258","","","","2020-10-30","2020-10-30","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/511",511.0,"512.jp2","/mmsimkins/image/512.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from an unknown correspondent","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00278","","","","2020-10-30","2020-10-30","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/529",529.0,"530.jp2","/mmsimkins/image/530.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Application form for State High School Essay Contest on Tuberculosis","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00289","","","","2020-10-30","2020-10-30","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/539",539.0,"540.jp2","/mmsimkins/image/540.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from E.A. McCorkle, dated October 25, 1938, regarding the sale of Easter Seals","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00294","","","","2020-10-30","2020-10-30","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/543",543.0,"544.jp2","/mmsimkins/image/544.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Friendly letter from John Bolt Culbertson","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins01089","","","","2015-11-13","2015-11-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/644",644.0,"645.jp2","/mmsimkins/image/645.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from George, Page 2","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins01095","","","","2015-11-13","2015-11-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/650",650.0,"651.jp2","/mmsimkins/image/651.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Thank you card from Vickey Dye, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins01184","","","","2015-11-13","2015-11-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/734",734.0,"735.jp2","/mmsimkins/image/735.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Thank you card from South Carolina Commission on Women for Simkins's participation in their Women of Achievement Luncheon, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins01433","","","","2015-11-13","2015-11-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/838",838.0,"839.jp2","/mmsimkins/image/839.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Sarah Reese offering to help George Elmore with his mortgage","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00434","","","","2020-11-20","2020-11-20","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/896",896.0,"897.jp2","/mmsimkins/image/897.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of activities performed by inmates, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00736","","","","2021-04-01","2021-04-01","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/956",956.0,"957.jp2","/mmsimkins/image/957.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of activities performed by inmates, Page 2","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00737","","","","2021-04-01","2021-04-01","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/957",957.0,"958.jp2","/mmsimkins/image/958.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Christmas Card from friend named Nancy in Peru, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins01640","","","","2015-11-13","2015-11-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1065",1065.0,"1066.jp2","/mmsimkins/image/1066.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Modjeska Simkins from Emma Wheeler, Page 3","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00644","","","","2021-01-20","2021-01-20","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1175",1175.0,"1279.jp2","/mmsimkins/image/1279.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Newspaper clippings on debate between Simkins and old-guard white supremacist wing of South Carolina Democratic Party, Page 4","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00652","","","","2021-01-20","2021-01-20","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1181",1181.0,"1285.jp2","/mmsimkins/image/1285.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Emma Wheeler, Page 3","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00695","","","","2021-01-20","2021-01-20","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1218",1218.0,"1322.jp2","/mmsimkins/image/1322.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Emma Wheeler, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00696","","","","2021-01-20","2021-01-20","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1219",1219.0,"1323.jp2","/mmsimkins/image/1323.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Emma Wheeler, Page 2","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00697","","","","2021-01-20","2021-01-20","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1220",1220.0,"1324.jp2","/mmsimkins/image/1324.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Postcard featuring several graduates of an institution, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins01493","","","","2015-11-13","2015-11-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1226",1226.0,"1330.jp2","/mmsimkins/image/1330.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Postcard from Simkins's Simbeth Motel, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins01497","","","","2015-11-13","2015-11-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1230",1230.0,"1334.jp2","/mmsimkins/image/1334.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from a friend regarding a relative named George, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00958","","","","2015-11-13","2015-11-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1367",1367.0,"1471.jp2","/mmsimkins/image/1471.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Andrew Simkins, Page 2","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00498","","","","2020-12-07","2020-12-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1667",1667.0,"1977.jp2","/mmsimkins/image/1977.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Modjeska Simkins from her friend Eugenie regarding the Bahai Southeastern Summer School in Frogmore, SC, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00540","","","","2020-12-07","2020-12-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1707",1707.0,"2017.jp2","/mmsimkins/image/2017.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Modjeska Simkins from her friend Eugenie regarding the Bahai Southeastern Summer School in Frogmore, SC, Page 4","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00543","","","","2020-12-07","2020-12-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1710",1710.0,"2020.jp2","/mmsimkins/image/2020.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"New Year's Card Sent Out by Modjeska Simkins, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00567","","","","2020-12-07","2020-12-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1711",1711.0,"2021.jp2","/mmsimkins/image/2021.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Hand-written note regarding South Carolina Tax Commission penalties","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins00587","","","","2020-12-07","2020-12-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1729",1729.0,"2039.jp2","/mmsimkins/image/2039.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Note cards, Page 4","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03282","","","","2016-01-12","2016-01-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2190",2190.0,"2500.jp2","/mmsimkins/image/2500.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Note cards, Page 7","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03285","","","","2016-01-12","2016-01-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2193",2193.0,"2503.jp2","/mmsimkins/image/2503.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to ministers regarding a visit from Congressman Arthur W. Mitchell, Page 2","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins02976","","","","2016-01-12","2016-01-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2232",2232.0,"2542.jp2","/mmsimkins/image/2542.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Democratic flier with voting instructions on voting for Democratic candidates","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins02833","","","","2016-11-21","2016-11-21","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2241",2241.0,"2551.jp2","/mmsimkins/image/2551.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Candidate list for Progressive Democrats of Richland County, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins02849","","","","2016-01-12","2016-01-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2257",2257.0,"2567.jp2","/mmsimkins/image/2567.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Program for the Black History Awareness Week program at Central Correctional Institute, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins02399","","","","2016-01-12","2016-01-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2716",2716.0,"3026.jp2","/mmsimkins/image/3026.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Program for a 1981 dinner benefitting the Modjeska Simkins Endowment Fund, Page 2","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins02348","","","","2016-01-12","2016-01-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3006",3006.0,"3316.jp2","/mmsimkins/image/3316.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Max Citron to Rev. A.B. Baily concerning the hospital fundraiser","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins04272","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3101",3101.0,"3411.jp2","/mmsimkins/image/3411.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter concerning the hospital fundraising campaign","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03812","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3241",3241.0,"3551.jp2","/mmsimkins/image/3551.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from a student in Simkins' sex education class","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03462","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3307",3307.0,"3617.jp2","/mmsimkins/image/3617.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Essay describing the benefits of Simkins' sex education class","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03476","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3320",3320.0,"3630.jp2","/mmsimkins/image/3630.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Program from April 18, 1942 program by Delta Sigma Theta sorority at SC State, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03503","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3346",3346.0,"3656.jp2","/mmsimkins/image/3656.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter enclosing a $0.46 donation from H.L. Dunlap of Ft. Mill","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03914","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3532",3532.0,"3842.jp2","/mmsimkins/image/3842.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from someone in Kershaw, SC enclosing donations for the Good Samaritan-Waverly Hospital","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03925","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3543",3543.0,"3853.jp2","/mmsimkins/image/3853.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter enclosing a $25.00 donation from the Jane E. Hunter Federation Clubs","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03944","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3562",3562.0,"3872.jp2","/mmsimkins/image/3872.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter enclosing a $10.00 donation from a masonic lodge in Moncks Corner","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03962","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3580",3580.0,"3890.jp2","/mmsimkins/image/3890.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter enclosing a $5.00 donation from someone in Little Rock, SC","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins03976","","","","2016-01-15","2016-01-15","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/3707",3707.0,"4017.jp2","/mmsimkins/image/4017.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"List of donors with some notes on the back, Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins04351","","","","2016-01-25","2016-01-25","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4014",4014.0,"4324.jp2","/mmsimkins/image/4324.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Pamphlet entitled """"The South Carolina Woman: Heritage to Horizons"""", Page 1","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins04395","","","","2016-01-25","2016-01-25","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4206",4206.0,"4516.jp2","/mmsimkins/image/4516.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Postcard to A.C. Redd from Montgomery, Page 2","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins05058","","","","2016-02-01","2016-02-01","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4418",4418.0,"4728.jp2","/mmsimkins/image/4728.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Mae Dickson to James M. Hinton concerning school buildings in Beaufort, South Carolina","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins05089","","","","2016-02-01","2016-02-01","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4449",4449.0,"4759.jp2","/mmsimkins/image/4759.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter from Mae Dickson to A.C. Redd concerning a school building for African American students in Beaufort, South Carolina, Page 3","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins05092","","","","2016-02-01","2016-02-01","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4452",4452.0,"4762.jp2","/mmsimkins/image/4762.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to A.C. Redd about school desegregation","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins05205","","","","2016-11-21","2016-11-21","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4582",4582.0,"4892.jp2","/mmsimkins/image/4892.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Donation from Andrew Carter of Chicago","","","","","","","","","","","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","","","","","","","mmsimkins05261","","","","2016-11-21","2016-11-21","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/4636",4636.0,"4946.jp2","/mmsimkins/image/4946.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
