"Title","Creator","Contributors","Date","Extent","Source","Keywords","Description","Digital Collection","Website","Contributing Institution","SC County","Rights","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Digital Assistant","Series","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Modjeska Simkins Papers, General Papers, 1973-1975","Simkins, Modjeska Monteith, 1899-1992","","1973-1975","49 items","Modjeska Simkins Papers. Series: General Papers. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","00892","Nathan Joseph Saunders","General papers","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1382",1382.0,"1486.cpd","/mmsimkins/image/1486.cpd","1973","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, General Papers, 1976-1979","Simkins, Modjeska Monteith, 1899-1992","","1976-1979","67 items","Modjeska Simkins Papers. Series: General Papers. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","00974","Nathan Joseph Saunders","General papers","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1481",1481.0,"1585.cpd","/mmsimkins/image/1585.cpd","1976","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Biographical Papers, Oral History, 1976","Simkins, Modjeska Monteith, 1899-1992","Hall, Jacquelyn Dowd","1977-07-31 00:00:00","1 item","Modjeska Simkins Papers. Series: Biographical Papers. South Carolina Political Collections.","Simkins, Modjeska, 1899-1992;Columbia (S.C.)","This folder conains an extensive oral history interview conducted by Jacquelyn Dowd Hall at the University of North Carolina. It is wide ranging and covers most aspects of Simkins's life and career as an activist.","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","00058","Nathan Joseph Saunders","Biographical papers","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1640",1640.0,"1744.cpd","/mmsimkins/image/1744.cpd","1977","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, General Papers, 1957-1963","Simkins, Modjeska Monteith, 1899-1992","","1957-1963","64 items","Modjeska Simkins Papers. Series: General Papers. South Carolina Political Collections.","civil rights; Elloree, SC; Henri Monteith; Henry Monteith; voter education; Hollings, Ernest F.; Russell, Donald; Small Business Administration","This folder contains a number of letters regarding Modjeska Simkins's business dealings. For example, she loaned money to several people facing hardship. This hardship at least in some cases appears to be the result of reprisals for civil rights activity in Elloree, South Carolina. There are also letters pertaining to voter registration and education initiatives. African American votes were becoming more important to South Carolina politicians, and the folder includes a letter from Donald Russell asking for support against Fritz Hollings in the 1958 gubernatorial election. There are a couple of letters from white supremacist groups, including one sent to Dr. Henry Monteith, Simkins's brother, asking for donations to the White Citizens' Council. Monteith's daughter, Henri, would integrate the University of South Carolina in the Fall of 1963. There are some letters pertaining to violations of civil rights in South Carolina, including the electrocution of Walter James Outen for allegedly raping a white woman. The Teachers Union of New York City always invited Simkins to its annual meeting, and letters pertaining to that topic also appear in the folder. On a more personal note, the folder contains several letters expressing condolences over the death of Monteith's mother.","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","00472","Nathan Joseph Saunders","General papers","","2020-12-07","2020-12-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1743",1743.0,"2053.cpd","/mmsimkins/image/2053.cpd","1957","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, ACLU, 1988","Simkins, Modjeska Monteith, 1899-1992","","1988","42 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","02041","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1843",1843.0,"2153.cpd","/mmsimkins/image/2153.cpd","1988","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, ACLU, 1954-1977","Simkins, Modjeska Monteith, 1899-1992","","1954-1977","29 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","01715","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/1950",1950.0,"2260.cpd","/mmsimkins/image/2260.cpd","1954","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, ACLU, 1978-1982","Simkins, Modjeska Monteith, 1899-1992","","1978-1982","19 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","01835","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2016",2016.0,"2326.cpd","/mmsimkins/image/2326.cpd","1978","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, ACLU, 1983-1987","Simkins, Modjeska Monteith, 1899-1992","","1983-1987","35 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","01907","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2120",2120.0,"2430.cpd","/mmsimkins/image/2430.cpd","1983","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Education, Higher, Allen University and Benedict College, 1930-1990 and N.D., 2 of 2","Simkins, Modjeska Monteith, 1899-1992","","1930-1990","24 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","03206","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2197",2197.0,"2507.cpd","/mmsimkins/image/2507.cpd","1930","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Columbia Women's Council, 1949-1951 and No Date","Simkins, Modjeska Monteith, 1899-1992","","1949-1951","20 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","02939","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2240",2240.0,"2550.cpd","/mmsimkins/image/2550.cpd","1949","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Campaigns, Miscellaneous 2","Simkins, Modjeska Monteith, 1899-1992","","","60 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","02833","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2334",2334.0,"2644.cpd","/mmsimkins/image/2644.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Blacks United for Action","Simkins, Modjeska Monteith, 1899-1992","","1969-1972","3 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","02471","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2341",2341.0,"2651.cpd","/mmsimkins/image/2651.cpd","1969","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Democratic Party, 1928-1986 and no date, 2 of 2","Simkins, Modjeska Monteith, 1899-1992","","1928-1986","10 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","03143","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2401",2401.0,"2711.cpd","/mmsimkins/image/2711.cpd","1928","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, ACLU, No Date","Simkins, Modjeska Monteith, 1899-1992","","","8 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","02263","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2436",2436.0,"2746.cpd","/mmsimkins/image/2746.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, ACLU, 1989-1991","Simkins, Modjeska Monteith, 1899-1992","","1989-1991","40 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","02142","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2555",2555.0,"2865.cpd","/mmsimkins/image/2865.cpd","1989","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Campaigns, 1983-1984","Simkins, Modjeska Monteith, 1899-1992","","1983-1984","43 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","02571","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2633",2633.0,"2943.cpd","/mmsimkins/image/2943.cpd","1983","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Modjeska Simkins Papers, Topical Papers, Community Action Plan for Richland and Lexington Counties","Simkins, Modjeska Monteith, 1899-1992","","1983-1984","2 items","Modjeska Simkins Papers. Series: Topical files. South Carolina Political Collections.","","","Modjeska Simkins Papers, 1909-1992","https://digital.library.sc.edu/collections/modjeska-monteith-simkins-papers-1909-1992/","University of South Carolina. South Carolina Political Collections","","Copyright Not Evaluated. For further information please contact the University of South Carolina, South Carolina Political Collections, Columbia, SC 29208.","English","300ppi, 8-bit depth grayscale, Mekel microfilm scanner with Quantum Scan software, Archival Master file is a TIFF.","2012","Text","image/jpeg","Manuscripts","02985","Nathan Joseph Saunders","Topical files","","2020-10-19","2020-10-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/mmsimkins/id/2699",2699.0,"3009.cpd","/mmsimkins/image/3009.cpd","1983","",0,False,False,False,True,False,"['Empty Transcript']","[]"
