"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts","Semi-clean Transcript","% English","Non-AlphaNum %"
"Letter, 1947 June 10, from John H. McCray to Mr. Thomas A. LaSaine","McCray, John Henry, 1910-1987","","1947-06-09 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from John H. McCray to Mr. Thomas A. LaSaine about the return of a check","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-034","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10026",10026.0,"13102.jp2","/p17173coll38/image/13102.jp2",1947.0,"/ June 10, 1947    /    Ki ΓÇó Thonns A* Laiteine    16 Kxacke Street    Charleston, 3* C*    Deal My* Ls Sai net    / Oux bank returned thia morning youx check  uader/date Way 16 with the notation that the signature  is iMcoixect;*    Z You may recall this check to be in the amount  of four dollar s tS4┬½00;. If you will send us a duplicate*  affixed with; the proper si^iatuxe of the Carolina Savings  $ank there w-will forward the one we now have*    / - i -Γûá    Yexy truly yours,    John H. McCray    JHlfcCJ/lsd ΓÇó",394,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['ΓÇó', '┬½', 'Γûá', 'ΓÇó', 'si^iatuxe']"," June 10, 1947
Ki Thonns A* Laiteine
16 Kxacke Street
Charleston, 3* C*
Deal My* Ls Sai net
Oux bank returned thia morning youx check uader/date Way 16 with the notation that the signature is iMcoixect;
Z You may recall this check to be in the amount of four dollar s tS400; If you will send us a duplicate* affixed with; the proper of the Carolina Savings $ank there w-will forward the one we now have*
i
Yexy truly yours,
John H. McCray
JHlfcCJ/lsd ",100.0,7.180851063829788
"Letter, 1947 June 10, from John H. McCray to Mr. Marion Bennett","McCray, John Henry, 1910-1987","","1947-06-09 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from John H. McCray to Mr. Marion Bennett regarding 150 copies of papers being sent to an agent named Thomas who is reporting only receiving 128 papers","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Walterboro, Colleton County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-035","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10027",10027.0,"13103.jp2","/p17173coll38/image/13103.jp2",1947.0,"June 10, 1947    lr* Wxion Bennett    Box 75    Walterboro, S* 0*    Dear Mr* Bennett:    I notice that fox the past several months in  making reports Thomas indicates, first, that he does not  receive the 150 papers w carefully check and mail to  him each week, listing in his report as received, as for  example, 128 this past week*    Secondly, he only reports for 100 copies consistently  no matter the excess ovex this amount he receives, and he  does not return the front page dateline from unsold copies  as is the rule to enable us to have thorou^j knowledge  of the situation there*    Knowing you know nothing of this, I call your  attention to it* If 150 papers are too many we certainly  would not wish to mil continuously the extra 50 each week,  at a complete loss*    Best wishes to you and family and our many friends*    Very truly yours,    John H* McCray    JHMcC/lwd",689,False,True,False,False,False,"['General Artifacts']","['thorou^j']","June 10, 1947
lr* Wxion Bennett
Box 75
Walterboro, S* 0*
Dear Mr* Bennett:
I notice that fox the past several months in making reports Thomas indicates, first, that he does not receive the 150 papers w carefully check and mail to him each week, listing in his report as received, as for example, 128 this past week*
Secondly, he only reports for 100 copies consistently no matter the excess ovex this amount he receives, and he does not return the front page dateline from unsold copies as is the rule to enable us to have knowledge of the situation there*
Knowing you know nothing of this, I call your attention to it* If 150 papers are too many we certainly would not wish to mil continuously the extra 50 each week, at a complete loss*
Best wishes to you and family and our many friends*
Very truly yours,
John H* McCray
JHMcC/lwd",75.0,5.057803468208093
"Letter, 1947 June 10, from John H. McCray to Miss Corley","McCray, John Henry, 1910-1987","","1947-06-09 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from John H. McCray to Miss Corley asking why she had endorsed and cashed a check for Mr. Thomas A. LeSaine for payment for his subscription to the newspaper","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","New York City, New York, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-036","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10028",10028.0,"13104.jp2","/p17173coll38/image/13104.jp2",1947.0,"June 10, 1947    Deal Miss Cox ley:    ,'^fe received this morning a check that was given  us by Mr* Thomas LaSaine in payment fox his subscription*  It W/ in the amount -of M-00 and was endorsed and cashed  by yoa*    I am at a loss as fe why this ha opened and would  appreciate some explanation from you* ' \\\\\\\\    Hope you are enjoying your stay in N* Y* /    Sincerely y^uxs*  c .    John H* IcCray",302,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['\\\\\\\\\\\\\\\\', 'y^uxs']","June 10, 1947
Deal Miss Cox ley:
received this morning a check that was given us by Mr* Thomas LaSaine in payment fox his subscription* It W/ in the amount -of M-00 and was endorsed and cashed by yoa*
I am at a loss as fe why this ha opened and would appreciate some explanation from you*
Hope you are enjoying your stay in N* Y*
Sincerely c
John H* IcCray",100.0,6.164383561643835
"Letter, 1947 June 12, from L. W. Dakers to Scott Newspaper Syndicate","Dakers, L. W. (Secretary to John H. McCray)","McCray, John Henry, 1910-1987","1947-06-11 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from L. W. Dakers, Secretary to John H. McCray, to Scott Newspaper Syndicate providing payment for their account.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Atlanta, Fulton County, Georgia, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-037","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10029",10029.0,"13105.jp2","/p17173coll38/image/13105.jp2",1947.0,"Jane 12, 1947    Scott Nev spa per Syndicate  210 Auburn Avenue N* E.  Atlanta, Georgia    Gentlemen:    Enclosed is a cashier *s check in the amount  of one bundred-fifteen dollars ($115.00). Kindly  credit same to our account ΓÇó *    Very truly yours,    THE LIGHTHOUSE & INFOBWF    L. Dakers    Secretary    enclosure: check",251,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇó']","Jane 12, 1947
Scott Nev spa per Syndicate 210 Auburn Avenue N* E. Atlanta, Georgia
Gentlemen:
Enclosed is a cashier *s check in the amount of one bundred-fifteen dollars $115.00) Kindly credit same to our account
Very truly yours,
THE LIGHTHOUSE INFOBWF
L. Dakers
Secretary
enclosure: check",100.0,8.333333333333332
"Letter, 1947 June 14, from John H. McCray to Miss Corley","McCray, John Henry, 1910-1987","","1947-06-13 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from John H. McCray to Miss Corley thanking her for clearing up the matter about the LeSaine check","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","New York City, New York, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-038","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10030",10030.0,"13106.jp2","/p17173coll38/image/13106.jp2",1947.0,"June 14, 1947    Deer Miss Corley:    Thanks very much for the information on  the LeSsine check* All these years I have been  trying to drill into that little heed of yours the  importance of reporting irregularities about which  there might be discussion; had you done that, ve  would have known about the check and would have had  no occasion to disturb your summer vacation*    The rm t ter is cleared now, however, and  thank you again for your most prompt attention*    Have a nice Summer*    Sincerely yours,    John H* McCray    JHWC/lwd.",428,False,False,False,False,True,"[]","[]","June 14, 1947
Deer Miss Corley:
Thanks very much for the information on the LeSsine check* All these years I have been trying to drill into that little heed of yours the importance of reporting irregularities about which there might be discussion; had you done that, ve would have known about the check and would have had no occasion to disturb your summer vacation*
The rm t ter is cleared now, however, and thank you again for your most prompt attention*
Have a nice Summer*
Sincerely yours,
John H* McCray
JHWC/lwd.",100.0,4.827586206896552
"Letter, 1947 April 29, from Mrs. S.C. Franks to Mr. John H. McCray","Franks, S. C.","McCray, John Henry, 1910-1987","1947-04-28 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from Mrs. S.C. Franks to Mr. John H. McCray suggesting a Mr. Rufus Woolridge as newspaper agent for Route #7, expressing that she is glad to know that she and others were of some assistance  while McCray was in town investigating the Earle case.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-040","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10032",10032.0,"13108.jp2","/p17173coll38/image/13108.jp2",1947.0,"700 Anderson St.    Greenville, S. C.    April 29, 1947    Mr. John H. McCray, Editor  Lighthouse & Informer  1022g- Washington Street  Columbia, S. C.    Dear Mr. McCray:    Your letter of a few days received end contents carefully  noted. In reply I ΓÇÖwish to advise that I have been thinking of some  reliable person who would take the agency for your paper and I have  one person in mind; Mr. Rufus Woolridge, Route #7, Brutontown,  Greenville, S. C. I have also contacted a young lady in Greer, S. C.  whose address I will send as soon as I have the proper information.  I would suggest that you write Mr. Woolridge.    In speaking of the courtesies extended to you all while  in the city investigating the Earle case, we were very glad to know  that we could be of some assistance in some way. Please remember  that at any time we can be of any kind of service to you or the group  feel free to call upon us or come right on and we will endeavor to  do whatever we can.    The photographer snapped the baby and promised to send it  to us but so far we have not received it. Would you do us the kind┬¼  ness to see him and if it was any good, send it to us and we will pay  the charges?. Thank you in advance.    I am sending two articles for this weekTs issue with this  letter.    Very truly yours,    Mrs. S. C. Franks",1032,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇÖ', '┬¼']","700 Anderson St.
Greenville, S. C.
April 29, 1947
Mr. John H. McCray, Editor Lighthouse Informer 1022g- Washington Street Columbia, S. C.
Dear Mr. McCray:
Your letter of a few days received end contents carefully noted. In reply I wish to advise that I have been thinking of some reliable person who would take the agency for your paper and I have one person in mind; Mr. Rufus Woolridge, Route #7, Brutontown, Greenville, S. C. I have also contacted a young lady in Greer, S. C. whose address I will send as soon as I have the proper information. I would suggest that you write Mr. Woolridge.
In speaking of the courtesies extended to you all while in the city investigating the Earle case, we were very glad to know that we could be of some assistance in some way. Please remember that at any time we can be of any kind of service to you or the group feel free to call upon us or come right on and we will endeavor to do whatever we can.
The photographer snapped the baby and promised to send it to us but so far we have not received it. Would you do us the kind ness to see him and if it was any good, send it to us and we will pay the charges? Thank you in advance.
I am sending two articles for this weekTs issue with this letter.
Very truly yours,
Mrs. S. C. Franks",100.0,5.024154589371981
"Account statement from the Lighthouse and Informer to Snypes Dry Cleaners","","McCray, John Henry, 1910-1987","1947-08-23 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Account statement from the Lighthouse and Informer to Snypes Dry Cleaners for advertisements from May-July 1947","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-041","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10033",10033.0,"13109.jp2","/p17173coll38/image/13109.jp2",1947.0,"STATEMENT    . 194    IN ACCOUNT WITH    (l A N D I N FORMER    10222 WASHINGTON STREET    TELEPHONE 2-7079    xWe    Pleas e make checks, etc., payable fo the newspaper only# Thank You    v IN FORMER    South CarolinaΓÇÖs Leading Weekly    OCT 241947    COLUMBIA 20, S. C..",198,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇÖ']","STATEMENT
194
IN ACCOUNT WITH
",100.0,10.714285714285714
"Account statement from the Lighthouse and Informer to Mr. Jonny Jones","","McCray, John Henry, 1910-1987","1947","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Account statement from the Lighthouse and Informer to Mr. Jonny Jones for advertisements for June 16, 1946","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-043","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10035",10035.0,"13111.jp2","/p17173coll38/image/13111.jp2",1947.0,"STATEMENT    Columbia 20. S. C., . 194     LozZ&S.     IN.ACCOUNT WITH    ΓÇ£South CarolinaΓÇÖs Leading WeeklyΓÇ¥    10222 WASHINGTON STREET TELEPHONEΓÇÖ2-7079    / (^ /┬Ñ?&lt;&lt;?    ~zr~~    ) -     Please make checks, etc., payable to the newspaper only. Thank You!!",206,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['ΓÇ£', 'ΓÇÖ', 'ΓÇ¥', 'ΓÇÖ', '┬Ñ', '~~', 'LozZ&S', 'Ñ?&lt;&lt']","STATEMENT
Columbia 20. S. C. 194
IN.ACCOUNT WITH
South Carolinas Leading Weekly
10222 WASHINGTON STREET TELEPHONE2-7079
~zr
Please make checks, etc. payable to the newspaper only. Thank You!",100.0,9.467455621301776
"List of accounts receivable","McCray, P. A.","McCray, John Henry, 1910-1987","1947","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","List of accounts receivable","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-046","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10038",10038.0,"13114.jp2","/p17173coll38/image/13114.jp2",1947.0,"Blue Palace Tea Shippe 'Mbi chΓÇöJune, 1947 $26-00    BobΓÇÖs Chicken Shack June 30ΓÇöJuly 21, 1947 30.80    Foxiest Inn May 26, 1946 3.60    HolleyΓÇÖs Funeial Home Spx., May, June, 1947 8.40    IfcoxeΓÇÖs Dxy Cleaning Oct., 1946 ΓÇö&r., 1947 15.60    F- J- Grocery Bal. 3.82    Taylox St. Food Store June 9, ifoanKtxSuijraX?xl946 20.00    Hotel Nylon Sept.- Oct., 1947 16.80",299,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['ΓÇö', 'ΓÇÖ', 'ΓÇö', 'ΓÇÖ', 'ΓÇÖ', 'ΓÇö&', 'ΓÇö&r']","Blue Palace Tea Shippe 'Mbi chJune, 1947 $26-00
Bobs Chicken Shack June 30July 21, 1947 30.80
Foxiest Inn May 26, 1946 3.60
Holleys Funeial Home Spx. May, June, 1947 8.40
Ifcoxes Dxy Cleaning Oct. 1946 r. 1947 15.60
F- J- Grocery Bal. 3.82
Taylox St. Food Store June 9, ifoanKtxSuijraX?xl946 20.00
Hotel Nylon Sept. Oct. 1947 16.80",100.0,11.702127659574469
"Letter, 1947 June 19, from John H. McCray to Mr. Alvin M. Scott","McCray, John Henry, 1910-1987","","1947-06-18 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from John H. McCray to Mr. Alvin M. Scott concerning the advertisement for the Hotel Scotteretta","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Goldsboro, Wayne County, North Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-048","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10040",10040.0,"13116.jp2","/p17173coll38/image/13116.jp2",1947.0,"June 19, 1947    ft. Alvin Scott    404 Gulley Stxeot    Goldsboxo, N* 0.    Deax ft* Scott: X am souy that I did not see you  last Sunday while visiting Atlantfc  Beach, hovevex I saw ft* Kelly and be was suxe that  you would want youx Hotel Scott exetta advextised this  yeax as befoxe; so he gave me an oxdex fox an to  tun fox two we ks*    Inclosed it a teax sheet and statement fox same*    I hope that you will haw a vexy successful SummexΓÇó    Very txuly youxs,    John H* NcCxay    JHMcC/d",376,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇó']","June 19, 1947
ft. Alvin Scott
404 Gulley Stxeot
Goldsboxo, N* 0.
Deax ft* Scott: X am souy that I did not see you last Sunday while visiting Atlantfc Beach, hovevex I saw ft* Kelly and be was suxe that you would want youx Hotel Scott exetta advextised this yeax as befoxe; so he gave me an oxdex fox an to tun fox two we ks*
Inclosed it a teax sheet and statement fox same*
I hope that you will haw a vexy successful Summex
Very txuly youxs,
John H* NcCxay
JHMcC/d",100.0,6.282722513089005
"Letter, 1947 June 19, from John H. McCray to Miss I. M. Levetown of the Interstate United Newspapers Inc.","McCray, John Henry, 1910-1987","","1947-06-18 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from John H. McCray to Miss I. M. Levetown of the Interstate United Newspapers Inc. about the signed contracted with Liggett and Myers Tobacco Company for advertisements.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","New York City, New York, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-049","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10041",10041.0,"13117.jp2","/p17173coll38/image/13117.jp2",1947.0,"June 19, 1947    Miss I* M. Levetown    Interstate United Newspapers Inc*    545 Fifth Avenue    New York 17, N. Y*    Dear Miss Levetown: le axe returning the  signed contract re:    Liggett and Myers Tobacco Corn.any, and in*  elude our congxatulations for having closed  this particular contract*    W received today also the matt exsyforwarded  by Mr&gt; Black in connection with th$ saw account  and plan to co-operate as fully as possible  along the lines proposed*    Very truly yours,    John H* McCray \\\\\\\\    JHMdC/d    enclosure 1",418,True,False,False,False,False,"['Special Char Artifacts']","['\\\\\\\\\\\\\\\\']","June 19, 1947
Miss I* M. Levetown
Interstate United Newspapers Inc*
545 Fifth Avenue
New York 17, N. Y*
Dear Miss Levetown: le axe returning the signed contract re:
Liggett and Myers Tobacco Corn.any, and in* elude our congxatulations for having closed this particular contract*
W received today also the matt exsyforwarded by Black in connection with th$ saw account and plan to co-operate as fully as possible along the lines proposed*
Very truly yours,
John H* McCray
JHMdC/d
enclosure 1",100.0,7.1258907363420425
"Letter, 1947 June 20, from L. W. Dakers to Mr. H. F. Singleton","Dakers, L. W. (Secretary to John H. McCray)","McCray, John Henry, 1910-1987","1947-06-19 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from L. W. Dakers, Secretary to John H. McCray, to Mr. H. F. Singleton about his account with the newspaper.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Florence, Florence County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-050","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10042",10042.0,"13118.jp2","/p17173coll38/image/13118.jp2",1947.0,"June 20, 1947    Mr. H* F* Singleton    318 Dargan Street  Florence, S. C.    Dear 1ft. Singleton:    Cur records do not indicate that you have  sent us any remittance for your account*    Sin e your account is set up on a monthly  basis, it is desirable that youreΓÇÖit monthly so  that our books will not become confused.    Enclosed is a statement of your account- Ve  M&gt;uld appreciate your immediate attention to this  mtt^h ' &gt;    // i    Very truly yours&gt;    L. I* Dakers    ;/ Secretary",383,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['ΓÇÖ', 'M&gt;uld', 'mtt^h', 'yours&gt']","June 20, 1947
Mr. H* F* Singleton
318 Dargan Street Florence, S. C.
Dear 1ft. Singleton:
Cur records do not indicate that you have sent us any remittance for your account*
Sin e your account is set up on a monthly basis, it is desirable that youreit monthly so that our books will not become confused.
Enclosed is a statement of your account- Ve appreciate your immediate attention to this
&gt;
i
Very truly
L. I* Dakers
Secretary",100.0,7.6923076923076925
"Letter, 1947 June 20, from John McCray to Mr. Eugene Simmons","McCray, John Henry, 1910-1987","","1947-06-19 00:00:00","","Manuscripts; Accession 11294.","","Lighthouse and Informer (S.C.) (S.C.)","","Letter from John McCray to Mr. Eugene Simmons regarding items that had been submitted to the newspaper","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-16 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-10-051","","Chauna Carr","","2021-12-02","2021-12-02","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/10043",10043.0,"13119.jp2","/p17173coll38/image/13119.jp2",1947.0,"June 20, 1947    i    W* Eugene Simmons    24 Luces Street  Charleston 17, South Carolina    Dear Eugene i    Under separate cover w have mailed tvo copies of the  current edition carrying your column, which I en eyed read*  ing before it was put in type and am certain that readers of  the Lighthouse and Informer are going to enjoy it*    Indications are that our engraver has not yet returned  your ahoto (?), nevertheless you can be assured that it v.ill  be returned vith.our compliments as soon as it is received*  (It so happens that our office is devoided of that creeping  specie, especially addicted to cheese and ve have no desire  presently to encourage loafing by this element of animals  here)    The situation and conditions mentioned in the previous  letter still hold* I hove, however, weΓÇÖll have your column  for the next issue* If ossible and, in recognition of limit┬¼  ed apace the column might be held to a page and three quarters  typed double space* The last tvo paragraphs might be written  so as not to weaken the subject matter in the event one or  both have to be deleted for reasons of space*    I hope, however, weΓÇÖll have your column  If ossible and, in recognition of limit    1 **'┬½'*ΓÇÖ&lt;* vv o a11-1 i uiuu .udiii.    The last tvo paragraphs might be written  the subject matter in the event one or    see enclosing a press card and will next weeM send  you some postage* r""ith kindest regards.    Sincerely yours,    John H* McCray",1165,True,True,True,False,False,"['Special Char Artifacts', 'General Artifacts', 'Repeat Chars']","['ΓÇÖ', '┬¼', 'ΓÇÖ', '**', '┬½', '*ΓÇÖ&', ""½'*ΓÇÖ&lt"", 'i']","June 20, 1947
i
W* Eugene Simmons
24 Luces Street Charleston 17, South Carolina
Dear Eugene i
Under separate cover w have mailed tvo copies of the current edition carrying your column, which I en eyed read* ing before it was put in type and am certain that readers of the Lighthouse and Informer are going to enjoy it*
Indications are that our engraver has not yet returned your ahoto nevertheless you can be assured that it v.ill be returned vith.our compliments as soon as it is received* (It so happens that our office is devoided of that creeping specie, especially addicted to cheese and ve have no desire presently to encourage loafing by this element of animals here)
The situation and conditions mentioned in the previous letter still hold* I hove, however, well have your column for the next issue* If ossible and, in recognition of limit ed apace the column might be held to a page and three quarters typed double space* The last tvo paragraphs might be written so as not to weaken the subject matter in the event one or both have to be deleted for reasons of space*
I hope, however, well have your column If ossible and, in recognition of limit
1 'lt; vv o a11-1 i uiuu .i.
The last tvo paragraphs might be written the subject matter in the event one or
see enclosing a press card and will next weeM send you some postage* r""ith kindest regards.
Sincerely yours,
John H* McCray",100.0,3.909643788010426
