Subset Index,Original Index,Title,Creator,Contributors,Date,Approximate Date,Source,Subject,Local Subject,S.C. County,Description,Extent,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Cleaned Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Year
63,2632,"Democratic Party of South Carolina, State Ballot, July 11, 1950",,"McCray, John Henry, 1910-1987",18455,,Manuscripts; Accession 11294.,Democratic Primary Election,,,"A party ballot of the Democratic Party of South Carolina for the Democratic Primary Election on July 11, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,Text,image/jpeg,Documents (object genre),mccrayjh02-29-048,,Joshua Schutzenhofer,"DEMOCRATIC PARTY of SOUTH CAROLINA
STATE BALLOT
Democratic Primary Election, July 11, 1950

For United States Senate
(Vote for one, scratch other)
OLIN D. JOHNSTON
J. STROM THURMOND

For Governor
(Vote for one, scratch others)
LESTER L. BATES
JAMES F. BYRNES
THOMAS H. POPE
MARCUS A. STONE

For Lieutenant Governor
(Vote for one, scratch other)
FRANK C. OWENS
GEO. BELL TIMMERMAN, JR.

For Secretary of State
(Vote for one, scratch other)
P. T. BRADHAM
O. FRANK THORNTON

For Attorney General
(Vote for one, scratch others)
T. C. CALLISON
LONNIE D. CAUSEY
CHARLES N. PLOWDEN

For Commissioner of Agriculture
(Vote for one, scratch other)
A. W. BETHEA
J. ROY JONES",,44504,44504,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3338,3338,3339.jp2,/p17173coll38/image/3339.jp2,1950
64,2634,"Letter to Harold R. Boulware from Mrs. Elliot, November 16, 1950",,"McCray, John Henry, 1910-1987",18583,,Manuscripts; Accession 11294.,The Lighthouse & Informer,,,"A letter to Harold R. Boulware from Mrs. Elliot sent on November 16, 1950.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,Text,image/jpeg,Documents (object genre),mccrayjh02-29-051,,Joshua Schutzenhofer,"LAW OFFICES OF WILLIAM ELLIOTT
BERKELEY BUILDING
COLUMBIA, S. C.
Telephone 4-4489 - 5456

November 16, 1950.

Harold R. Boulware, Esq.
Attorney at Law
1169 Washington Street
Columbia, S.C.

Re: Fred L. Hiers vs. John H. McCray, et al.

Dear Mr. Boulware,

There is still due and unpaid a balance of $150.00 for legal services rendered in connection with the above matter and I am afraid I must insist that it be paid. I would hate to have to bring legal action against the individuals for the collection thereof, but if such be necessary, that is the only course lawyers have to protect themselves in such cases.

Yours very truly,",,44504,44504,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3341,3341,3342.jp2,/p17173coll38/image/3342.jp2,1950
65,2910,"Letter to Dr. Peter C. Kelly from John Henry McCray, May 13, 1944",,"McCray, John Henry, 1910-1987",16204,,Manuscripts; Accession 11294.,,,,"A letter to Dr. Peter C. Kelly from John H. McCray sent on May 13, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Conway, Horry County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-01-001,,Joshua Schutzenhofer,"13 May 1944

Dr. Peter C. Kelly
Box 98
Conway, S.C.

Dear Dr. Kelly,

As you may know by this time, I am acting as chairman of the Progressive Democratic Party, recently organized to combat the refusal of the State Democratic Party to permit our people into membership, and committed to the most dramatic action in this connection ever to be seen in the South.

The party will hold its state convention May 24 in the Masonic Temple, 1125 Washington Street, Columbia, beginning at noon of that date. In checking the lists I do not find any kind of delegation listed as from Horry County, and I think it would be most unfortunate that this convention be held, a permanent organization set up, and Horry County not being represented at the proceedings.

A delegation to the Chicago convention will also be selected at this meeting, and disposition partially made of candidates for the November ticket. While I doubt whether you will find time yourself to attend the convention, I am sure you might be able to see to it that some representation comes from Horry County. Such representation may include one or more persons who represent an organization or who are just residents of the county. In the latter case, they would be given delegate status by the convention.

It might interest you to know that Thursday night, at their meeting in Union, D. C., at which I had the honor to deliver an address, the Piedmont Section of the State Medical Association voted unanimously and without request its endorsement of the Progressive Democratic Party and also saw to it that a total of $73.50 was turned over to it with which to carry on the work. The Negro Citizens’ Committee has given its endorsement and is just now preparing a public statement to this effect. Other endorsements are too numerous to mention.

Would you be good enough to inform me by the week-end as to whether or not Horry County will have a delegation?

Sincerely yours,
John H. McCray",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3686,3686,3948.jp2,/p17173coll38/image/3948.jp2,1944
66,2912,"Letter to John Oscar Floyd from John Henry McCray, October 3, 1944",,"McCray, John Henry, 1910-1987",16347,,Manuscripts; Accession 11294.,,,,"A letter to John Oscar Floyd from John H. McCray sent on October 3, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Loris, Horry County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-01-004,,Joshua Schutzenhofer,"October 5, 1944

John Oscar Floyd
Loris, South Carolina

Dear Mr. Floyd,

Because of scheduled arrangements, it is impossible to meet with you October 4th as suggested in your letter of September 29, 1944. However, I will be glad to attend a meeting in Horry County Wednesday evening, October 11th, and attend to the business mentioned by you.

Will you be good enough to let me know whether or not this date is acceptable, and what city, time, and place this meeting will be held.

Very truly yours,
John H. McCray
State Chairman",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3689,3689,3951.jp2,/p17173coll38/image/3951.jp2,1944
67,2914,"Letter to Mr. John O. Floyd from John Henry McCray, October 7, 1944",,"McCray, John Henry, 1910-1987",16351,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John O. Floyd from John H. McCray sent on October 7, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Loris, Horry County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-01-006,,Joshua Schutzenhofer,"October 7, 1944

Mr. John O. Floyd
Loris, South Carolina

Dear Mr. Floyd:

Thank you for your letter of October 6th instructing me where to stop in Conway Wednesday evening. I am inclined to believe, however, that your meeting should not start earlier than 8:00 P.M. However, I shall try to be there by 6:30.

I would suggest that a strenuous effort be made before that time to have as many persons as possible present. Personally, I am looking forward to the biggest meeting ever held in your Congressional District.

Sincerely yours,
John H. McCray
State Chairman",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3691,3691,3953.jp2,/p17173coll38/image/3953.jp2,1944
69,3014,"Letter to Mr. John Henry McCray from J. B. Drake, May 11, 1945",,"McCray, John Henry, 1910-1987",16567,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from J. B. Drake sent on May 11, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Bennettsville, Marlboro County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-08-015,,Joshua Schutzenhofer,"ox 335
Bennettsville, S. C.
May 11, 1945

Mr. John H. McCray
1022 Washington Street
Columbia, South Carolina

Dear Mr. McCray:

I have just received a letter from Mr. Marsden Cabell, Publicity Director of the National Council of Negro Democrats, requesting that I contact twenty of the Negro leaders in South Carolina for the purpose of having them wire or write President Truman, urging him to appoint Senator Harley M. Kilgore to the office of Secretary of Labor.

The national office has been authentically informed that his appointment is being considered. The national office approves his appointment because of his liberalism and fairness to our people; therefore, any assistance we can render warrants our wholehearted support.

I want to ask that you wire or write President Truman at once urging the appointment of Senator Kilgore. Give this matter your immediate attention, and send me a copy of your letter or telegram. I have wired President Truman.

Awaiting your immediate reply, I am cordially yours,
Yours, Drake",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3905,3905,4254.jp2,/p17173coll38/image/4254.jp2,1945
70,3017,"Letter to Mr. Harold T. Blackman from A. J. Clement, Jr., July 1, 1948",,"McCray, John Henry, 1910-1987",17714,,Manuscripts; Accession 11294.,,,,"A letter to Mr. Harold T. Blackman from A. J. Clement, Jr. sent on July 1, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Bennettsville, Marlboro County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-08-020,,Joshua Schutzenhofer,"Charleston, S. C.
July 1, 1948

Mr. Harold T. Blackman
P. O. Box 391
Bennettsville, South Carolina

Dear Mr. Blackman,

We certainly are looking forward to Marlboro County coming through 100% on its full quota. We believe you have observed that the entire state is quite excited about what is going to happen where Negro participation is concerned in the Democratic Party both in our state and at the Philadelphia Convention.

The officials of our Party are at Beaufort tonight in an effort to keep the regular Democrats from removing from the enrollment books the thirty-two Negroes that have enrolled there. All of these fights in all of these counties naturally entail a volume of expenses, and we have to depend upon all of our counties doing their share.

We are therefore advising our State Treasurer that your remittance will be in around July 7. Certainly, we will be happy to serve you in any manner that you may request after the National Convention.

We shall look forward to hearing from you.

Very truly yours,
A. J. Clement, Jr.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3910,3910,4259.jp2,/p17173coll38/image/4259.jp2,1948
73,3050,"Letter to Mr. McCray from E. E. Gaulden, May 22, 1944",,"McCray, John Henry, 1910-1987",16213,,Manuscripts; Accession 11294.,,,,"A letter to Mr. McCray from E. E. Gaulden sent on May 22, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Newberry, Newberry County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-09-001,,Joshua Schutzenhofer,"1505 Vincent St
May 22, 1944
Newberry, S.C.

Dear Mr. McCray,

Your letter of a few days ago was received, and I am glad to report to you that we have already organized a Progressive Democratic Party in our city. We started out with sixty members and they are joining every week.

The officers of our Party are as follows: Rev. B. F. Sumter, Pres.; Rev. P. Wallace, 1st Vice Pres.; Rev. H. P. Clark, Jr., 2nd Vice Pres.; Rev. E. E. Gaulden, Sect.; Mr. Fred Pratt, Treasurer.

We are also members of the N.A.A.C.P., and here at home we are known as “The Fellowship Club.” Our next meeting will be held next Saturday at the Bethlehem Baptist Church, of which I am pastor; the time is 2 P.M. We are inviting Rev. Renton up to speak to us, and we would like for you to come too, if possible.

We are sending a large delegation down to your meeting Wednesday coming — look for us. Newberry is with you one hundred percent.

E. E. Gaulden, Sect.

P.S. Please tell Rev. Renton that we, Saturday at 2 P.M., are looking for him up here next.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3976,3976,4325.jp2,/p17173coll38/image/4325.jp2,1944
74,3051,"Letter to Mr. McCray from E. E. Gaulden, June 6, 1944",,"McCray, John Henry, 1910-1987",16228,,Manuscripts; Accession 11294.,,,,"A letter to Mr. McCray from E. E. Gaulden sent on June 6, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Newberry, Newberry County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-09-002,,Joshua Schutzenhofer,"505 Vincent St
June 6, 1944
Newberry, S.C.

Dear Mr. McCray,

I am glad to report to you that on May 28, Newberry raised the amount of $52.00 to help in sending our delegates to the convention in Chicago, and Saturday, June 10, we hope to raise the other amount. On Monday, June 12, we will mail you the sum of $100.00.

Mr. Chairman, we are wide awake up here, and we want you to tell the world about it. Our people are calling with great interest toward this worthy cause.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3977,3977,4326.jp2,/p17173coll38/image/4326.jp2,1944
75,3053,"Letter to Mr. McCray from B. E. Sumter and E. E. Gaulden, October 4, 1944",,"McCray, John Henry, 1910-1987",16348,,Manuscripts; Accession 11294.,,,,"A letter to Mr. McCray from B. E. Sumter and E. E. Gaulden sent on October 4, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Newberry, Newberry County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-09-005,,Joshua Schutzenhofer,"1505 Vincent St
October 4, 1944
Newberry, S.C.

Dear Mr. McCray,

According to the statement mentioned in your letter, it would be better for us to use the same ticket as that of the White Democratic Party. We therefore ask that you use the same ticket as that of the White Democratic Party.

Yours truly,",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3980,3980,4329.jp2,/p17173coll38/image/4329.jp2,1944
76,3057,"Letter to Mr. Clement Reeder from John Henry McCray, October 1, 1947",,"McCray, John Henry, 1910-1987",17441,,Manuscripts; Accession 11294.,,,,"A letter to Mr. Clement Reeder from John H. McCray sent on October 1, 1947.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Newberry, Newberry County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-09-009,,Joshua Schutzenhofer,"October 1, 1947

Mr. Clement Reeder
Route Two, Box 202
Newberry, South Carolina

Dear Mr. Reeder,

Following through on the promise I made you at Whitmire Sunday, I find that I can attend a meeting in the section we talked about on either the second or third Sunday in October. The dates are either Oct. 12 or Oct. 19.

In order that this matter can be settled, I would appreciate hearing from you as to which date you will use, if any at all.

With kindest wishes for your continued success,

Sincerely yours,
John H. McCray",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3984,3984,4333.jp2,/p17173coll38/image/4333.jp2,1947
77,3059,"Letter to Mr. John Henry McCray from E. E. Gaulden, June 25, 1948",,"McCray, John Henry, 1910-1987",17708,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from E. E. Gaulden sent on June 25, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Newberry, Newberry County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-09-011,,Joshua Schutzenhofer,"606 Caldwell St
Newberry, S.C.
June 25, 1948

Mr. John H. McCray
1022 Washington St
Columbia, S.C.

Dear Mr. McCray,

We, the members of the P.D.P. of Newberry, are sending to you, the president of said party, the sum of $50.00. We only wish that we could send more.

As you know, we lost Rev. P. Wallace, the president of our NAACP, who was also a part of this organization, but in spite of that we are endeavoring to carry on.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3986,3986,4335.jp2,/p17173coll38/image/4335.jp2,1948
78,3066,"Letter to Mr. John Henry McCray from E. E. Gaulden, August 26, 1948",,"McCray, John Henry, 1910-1987",17770,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from E. E. Gaulden sent on August 26, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Newberry, Newberry County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-09-022,,Joshua Schutzenhofer,"606 Caldwell St
Newberry, S.C.
August 26, 1948

Mr. John H. McCray
1022 Washington St
Columbia, S.C.

Dear Mr. McCray,

I received your returned letter, and I am glad to say that Rev. H. W. Gilliam paid one dollar, and please mention it in your next paper.

I am sending another name: Elder Nance, Helena, S. C. There will be more money coming in from Newberry after Sunday. Enclosed $2.00.

Mr. McCray, we want you and Mr. Hinton in Newberry about the second Sunday in October in a mass meeting, as we are working hard to keep our people looking upward.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3997,3997,4346.jp2,/p17173coll38/image/4346.jp2,1948
79,3067,"Letter to Mr. John Henry McCray from E. E. Gaulden, August 30, 1948",,"McCray, John Henry, 1910-1987",17774,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from E. E. Gaulden sent on August 30, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Newberry, Newberry County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-09-023,,Joshua Schutzenhofer,"606 Caldwell St
Newberry, S.C.
August 30, 1948

Mr. John H. McCray
1022 Washington St
Columbia, S.C.

Dear Mr. McCray,

We are sending you some more names and money on the Truman Drive; this is not the last report. Other reports will be coming in to your office shortly. The names of those who gave will be found on the other page.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3998,3998,4347.jp2,/p17173coll38/image/4347.jp2,1948
80,3068,"Letter to Mr. John Henry McCray from E. E. Gaulden, September 20, 1948",,"McCray, John Henry, 1910-1987",17795,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from E. E. Gaulden sent on September 20, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Newberry, Newberry County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-09-024,,Joshua Schutzenhofer,"606 Caldwell St
Newberry, S.C.
Sept. 20, 1948

Mr. John H. McCray
1022 Washington St
Columbia, S.C.

Dear Mr. McCray,

I hope that your trip in Saluda Sunday was a successful one, as we are in need of more workers in this progressive movement.

Mr. McCray, I would like for you to check over your list of donors in the Truman Drive and see if you overlooked the last list that was sent from Newberry by Mrs. Pratt. She was telling me about it yesterday, and I thought that I would call your attention to it. Those who give look for their names to be in the paper along with the others.

Thank you so much for your consideration in this matter.",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/3999,3999,4348.jp2,/p17173coll38/image/4348.jp2,1948
81,3077,"Letter to Mr. J. L. Morgan from John Henry McCray, September 24, 1945",,"McCray, John Henry, 1910-1987",16703,,Manuscripts; Accession 11294.,,,,"A letter to Mr. J. L. Morgan from John H. McCray sent on September 24, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Mullins, Marion County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-07-006,,Joshua Schutzenhofer,"September 24, 1945

Mr. J. L. Morgan
Box 26
Mullins, S.C.

Dear Mr. Morgan,

Our legal action committee has authorized me to prepare, through the county organization for Marion, a case against the Board of Registration, data for the action to be gathered on October 1, 1945, which is Monday coming and the date provided by law for registration during that month. The committee decided upon the action after studying at length a number of statements from your county which have been referred to it, dealing with divers schemes employed, or apparently employed, by the Board at Marion for the sole purpose of abridging the rights of Negroes to qualify and to prepare for voting as are outlined in both the federal and state constitutions.

Among the complaints in this office are those alleging that Board members deliberately absent themselves when Negroes appear or, as if forewarned by a sentry, avoid Negro applicants. We are ready to move off on this scheme used against us. Marion County has been selected as the testing ground.

As county chairman, together with our secretary, Mr. George H. Chism, you are requested to take as many persons to Marion as possible, and have your various precinct leaders in all sections of the county do likewise. You are further requested to have put into affidavit form within 48 hours of October 1 individual cases of irregularities.

You of course know that state law offers registration to all citizens 21 years of age or over who own and have paid all collectible taxes on $300 or more worth of real estate, or to those who, lacking the real estate qualification, can both read and write any section of the state constitution of 1895 the office might submit. Any action beyond these provisions are violations.

Very truly yours,
John H. McCray
STATE CHAIRMAN",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4017,4017,4366.jp2,/p17173coll38/image/4366.jp2,1945
82,3078,"Letter to Mr. George Henry Chism from John Henry McCray, August 7, 1945",,"McCray, John Henry, 1910-1987",16655,,Manuscripts; Accession 11294.,,,,"A letter to Mr. George H. Chism from John H. McCray sent on August 7, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Mullins, Marion County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-07-011,,Joshua Schutzenhofer,"August 7, 1945

Mr. George H. Chism
305 Church Street
Mullins, S. C.

Dear Mr. Chism,

Under separate cover we are sending two copies of the State Constitution and other information which might be helpful in developing a live wire P.D.P. for Marion County.

In line with our discussion in Florence on June 4th, I am looking forward to big things from you as the driving force in Marion County. We are hoping that a public meeting in interest of the P.D.P. will be held soon.

Pledging you fullest support and cooperation, I am

Sincerely yours,
John H. McCray",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4022,4022,4371.jp2,/p17173coll38/image/4371.jp2,1945
83,3081,"Letter to the Honorable Earle R. Ellerbe from John Henry McCray, November 10, 1945",,"McCray, John Henry, 1910-1987",16751,,Manuscripts; Accession 11294.,,,,"A letter to the Honorable Earle R. Ellerbe from John H. McCray sent on November 10, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library.,"For further information please contact University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Marion, Marion County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-10,Text,image/jpeg,Documents (object genre),mccrayjh04-07-022,,Joshua Schutzenhofer,"November 10, 1945

The Honorable Earle R. Ellerbe
State Senator
Marion County
Marion, S.C.

Dear Sir,

I wish again to call to your attention certain irregularities surrounding the registration board in Marion County, having first done so a little over one month ago.

During registration hours on Monday, Nov. 5, 1945, about one hundred and sixty-two (162) colored citizens in Marion County presented themselves at the county courthouse, before the Honorable F. M. Boatwright, reported to be the Registration Board chairman, and another unnamed man. It is believed that the names and addresses of these people are in the possession of the two men.

The first applying person was compelled to read the entire State Constitution and afterwards “interpret” it. At his protest, the same was not requested of all successive applicants. The registration officer (chairman) is reported by numerous persons under oath to have ignored tax receipts of persons who, under the state constitution, are entitled to voting certificates without the literacy test, being told they “mean nothing.”

We are striving earnestly to avoid unnecessary actions to have the State and Federal Constitutions observed in the process of registration in Marion County and appeal to you finally to take such action as may be necessary to insure proper and due processes in this respect.

CC: Mr. Boatwright

Very truly yours,
John H. McCray",,44509,44509,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4033,4033,4382.jp2,/p17173coll38/image/4382.jp2,1945
